,Intents,LLM Output,Correct Output,Step 1,Step 2,Step 3,Step 4,Step 5,Exact Match,Relaxed Match
25,"There is a 6 GB per 24-hour period upload or download data transfer limit starting at midnight of each day, on all of your combined traffic on ResNet and UIC wireless","define intent uniIntent: for endpoint('resnet'), endpoint('uic wireless') set quota('any', '6', 'gb') start hour('00:00')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/d') start hour('00:00') end hour('23:59')",1. Identify the network configuration action implied by the statement: to set a combined upload or download data transfer limit of 6 GB per 24-hour period starting at midnight of each day for all traffic on ResNet and UIC wireless. ,"2. Determine the important Nile entities: a data transfer limit of 6 GB per 24-hour period (a quota), 'midnight' (an hour), 'ResNet' (an endpoint), and 'UIC wireless' (an endpoint). ","3. A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is not specified as either 'upload' or 'download', so we imply that it has the value 'any'. The ""qos_value"" here is '6', and the ""qos_unit"" is 'gb'. We put them together in Nile: quota('any', '6', 'gb'). 'midnight' is an ""hour"", so we standardize the time and write it in Nile: hour('00:00'). 'ResNet' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'resnet'. We pair them together in Nile: endpoint('resnet'). 'UIC wireless' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'uic wireless'. We pair them together in Nile: endpoint('uic wireless'). ","4. Each Nile entity corresponds to a Nile operation. A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('resnet'), endpoint('uic wireless') set quota('any', '6', 'gb') start hour('00:00')",False,True
26,Guests cannot run any file sharing/downloading program,define intent uniIntent: from endpoint('guests') to application('file sharing') block traffic('any'),define intent uniIntent: for endpoint('guests') block service('file transfer'),1. Identify the network configuration action implied by the statement: to block guests from running any file sharing or downloading program. ,"2. Determine the important Nile entities: 'guests' (an endpoint), and file sharing/downloading programs (an application). 3. 'guests' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'guests'. We pair them together in Nile: endpoint('guests'). 'file sharing/downloading programs' is an ""application"", but it is not one of the possible values for the ""application"" entity, so we choose the one that closest matches in meaning: 'file sharing'. We pair them together in Nile: application('file sharing'). ","4. Each Nile entity corresponds to a Nile operation. Since the endpoint 'guests' is an origin, it corresponds to the Nile operation ""from"". Since the application 'file sharing' is a destination, it corresponds to the Nile operation ""to"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: from endpoint('guests') to application('file sharing') block traffic('any'),[''],False,False
27,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of per day, regardless of whether it is inbound or outbound over the commodity network link","define intent uniIntent: for group('services') for endpoint('network') over link('commodity') set quota('max', '10', 'gb/day')","define intent uniIntent: for endpoint('network') set quota('any', '10', 'gb/d')","1. Identify the network configuration action implied by the statement: to set a daily data usage limit of 10 gigabytes for any individual service or system on the wired/wireless network, regardless of whether it is inbound or outbound over the commodity network link. ","2. Determine the important Nile entities: a daily data usage limit of 10 gigabytes (a quota), 'individual service or system' (a group), the wired/wireless network (an endpoint), and the commodity network link (a link). ","3. A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""max"" because we want to cap the data usage, the ""qos_value"" here is ""10"", and the ""qos_unit"" is ""gb/day"". We put them together in Nile: quota('max', '10', 'gb/day'). 'individual service or system' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'services'. We pair them together in Nile: group('services'). The wired/wireless network is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'network'. We pair them together in Nile: endpoint('network'). The commodity network link is a ""link"", but it is not one of the possible values for the ""link"" entity, so we choose the one that closest matches in meaning: 'commodity'. We pair them together in Nile: link('commodity'). ","4. Each Nile entity corresponds to a Nile operation. A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". A link always corresponds to the Nile operation ""over"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('services') for endpoint('network') over link('commodity') set quota('max', '10', 'gb/day')",False,False
28,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"define intent uniIntent: set metric('usage'), threshold('average', '10', 'gb/week') trigger action('notification')","define intent uniIntent: for endpoint('network') add middlebox('overuse notification') set quota('any', '10', 'gb/wk')",1. Identify the network configuration action implied by the statement: to trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week. ,"2. Determine the important Nile entities: an overuse notification (an action), the average for either inbound or outbound usage (a metric), and 10 GB per week (a threshold). ","3. An overuse notification is an ""action"", but it is not one of the possible values for the ""action"" entity, so we choose the one that closest matches in meaning: 'notification'. We pair them together in Nile: action('notification'). The average for either inbound or outbound usage is a ""metric"", but it is not one of the possible values for the ""metric"" entity, so we choose the one that closest matches in meaning: 'usage'. We pair them together in Nile: metric('usage'). The threshold is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""average"", the ""qos_value"" here is ""10"", and the ""qos_unit"" is ""gb/week"". We put them together in Nile: threshold('average', '10', 'gb/week'). ","4. Each Nile entity corresponds to a Nile operation. An action is either ""trigger"" or ""unset"". Since we want to trigger the action, it corresponds to the Nile operation ""trigger"". A metric is either ""set"" or ""unset"". Since we want to set the metric, it corresponds to the Nile operation ""set"". A threshold is either ""set"" or ""unset"". Since we want to set the threshold, it corresponds to the Nile operation ""set"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: set metric('usage'), threshold('average', '10', 'gb/week') trigger action('notification')",False,False
29,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hr upload,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/hr'), quota('upload', '2000', 'mb/hr')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","1. Identify the network configuration action implied by the statement: to set download and upload quotas for students, with a download quota of 5000 Megabytes per hour and an upload quota of 2000 Megabytes per hour. ","2. Determine the important Nile entities: 'students' (a group), a download quota of 5000 Megabytes per hour (a quota), and an upload quota of 2000 Megabytes per hour (a quota). 3. 'students' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'students'. We pair them together in Nile: group('students'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"", the ""qos_value"" here is ""5000"", and the ""qos_unit"" is ""mb/hr"". We put them together in Nile: quota('download', '5000', 'mb/hr'). The ""qos_constraint"" here is ""upload"", the ""qos_value"" here is ""2000"", and the ""qos_unit"" is ""mb/hr"". We put them together in Nile: quota('upload', '2000', 'mb/hr'). ","4. Each Nile entity corresponds to a Nile operation. Since we want to set the quotas, they both correspond to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('students') set quota('download', '5000', 'mb/hr'), quota('upload', '2000', 'mb/hr')",[''],False,True
30,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,"define intent uniIntent: for network('MITNet') prohibit device('routers'), function('routing'), function('NAT')",define intent uniIntent: for endpoint('dorms') block protocol('nat'),1. Identify the network configuration action implied by the statement: to prohibit routers or any other devices that perform routing or NAT from being connected to MITNet. ,"2. Determine the important Nile entities: 'routers' (a device), 'routing' (a function), 'NAT' (a function), and 'MITNet' (a network). 3. 'routers' is a value of the entity ""device"", so we pair them together in Nile: device('routers'). 'routing' is a value of the entity ""function"", so we pair them together in Nile: function('routing'). 'NAT' is a value of the entity ""function"", so we pair them together in Nile: function('NAT'). 'MITNet' is a value of the entity ""network"", so we pair them together in Nile: network('MITNet'). ","4. Each Nile entity corresponds to a Nile operation. Since we want to prohibit the devices, it corresponds to the Nile operation ""prohibit"". Since the functions are not explicitly mentioned, we assume that they are prohibited as well. Since the network is not an origin or a destination, it corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for network('MITNet') prohibit device('routers'), function('routing'), function('NAT')",[''],False,False
31,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",1. Identify the network configuration action implied by the statement: to set a bandwidth rate limit of 4 Mbps for the individual. ,2. Determine the important Nile entities: a bandwidth rate limit of 4 Mbps (a bandwidth) and the 'individual' (an endpoint). ,"3. A bandwidth is defined by either zero or three parameters, in which case they are a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""max"" because we want to cap the bandwidth, the ""qos_value"" here is ""4"", and the ""qos_unit"" is ""mbps"". We put them together in Nile: bandwidth('max', '4', 'mbps'). The 'individual' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'host'. We pair them together in Nile: endpoint('host'). ","4. Each Nile entity corresponds to a Nile operation. A bandwidth is either ""set"" or ""unset"". Since we want to set the bandwidth rate limit, it corresponds to the Nile operation ""set"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",True,True
32,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail servers on ResNet or UIC wireless-connected devices","define intent uniIntent: for endpoint('resnet'), endpoint('uic wireless-connected devices') block service('FTP'), service('telnet'), service('peer-to-peer'), service('HTTP'), service('IRC'), service('DNS'), service('mail servers')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')","1. Identify the network configuration action implied by the statement: to block the running of FTP, telnet, peer-to-peer, HTTP, IRC, DNS, and mail servers on ResNet or UIC wireless-connected devices. ","2. Determine the important Nile entities: FTP (a service), telnet (a service), peer-to-peer (a service), HTTP (a service), IRC (a service), DNS (a service), mail servers (a service), ResNet (an endpoint), and UIC wireless-connected devices (an endpoint). ","3. FTP, telnet, peer-to-peer, HTTP, IRC, DNS, and mail servers are all values of the entity ""service"". We pair them together in Nile: service('FTP'), service('telnet'), service('peer-to-peer'), service('HTTP'), service('IRC'), service('DNS'), service('mail servers'). ResNet is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'resnet'. We pair them together in Nile: endpoint('resnet'). UIC wireless-connected devices is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'uic wireless-connected devices'. We pair them together in Nile: endpoint('uic wireless-connected devices'). ","4. Each Nile entity corresponds to a Nile operation. Since we want to block the services, they all correspond to the Nile operation ""block"". Since the endpoints are not origins or destinations, they correspond to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('resnet'), endpoint('uic wireless-connected devices') block service('FTP'), service('telnet'), service('peer-to-peer'), service('HTTP'), service('IRC'), service('DNS'), service('mail servers')",False,False
33,Students have 200 GB of Free monthly usage,"define intent uniIntent: for group('students') set quota('download', '200', 'gb')","define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",1. Identify the network configuration action implied by the statement: to set a monthly usage limit of 200 GB for students. ,"2. Determine the important Nile entities: 'Students' (a group) and a monthly usage limit of 200 GB (a quota). 3. 'Students' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'students'. We pair them together in Nile: group('students'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"" because we want to set a limit on the download usage, the ""qos_value"" here is ""200"", and the ""qos_unit"" is ""gb"". We put them together in Nile: quota('download', '200', 'gb'). ","4. Each Nile entity corresponds to a Nile operation. Since we want to set the quota, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('students') set quota('download', '200', 'gb')",[''],False,True
34,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('faculty') set quota('download', '500', 'gb/week')","define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')",1. Identify the network configuration action implied by the statement: to set a network use quota of 500 GB per week for faculty members. ,"2. Determine the important Nile entities: 'Faculty members' (a group) and a network use quota of 500 GB per week (a quota). 3. 'Faculty members' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'faculty'. We pair them together in Nile: group('faculty'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"" because we want to set a quota for downloading, the ""qos_value"" here is ""500"", and the ""qos_unit"" is ""gb/week"". We put them together in Nile: quota('download', '500', 'gb/week'). ","4. Each Nile entity corresponds to a Nile operation. Since we want to set the quota, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('faculty') set quota('download', '500', 'gb/week')",[''],False,True
35,Students have a quota of 5 GB per day The quota is reset at 6am,"define intent uniIntent: for group('students') set quota('download', '5', 'gb/day') reset time('06:00')","define intent uniIntent: for group('students') set quota('download', '5','gb/d') start hour('06:00') end('05:59')",1. Identify the network configuration action implied by the statement: to set a quota of 5 GB per day for students and reset the quota at 6am. ,"2. Determine the important Nile entities: 'Students' (a group), a quota of 5 GB per day (a quota), and 6am (a time). 3. 'Students' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'students'. We pair them together in Nile: group('students'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"", the ""qos_value"" here is ""5"", and the ""qos_unit"" is ""gb/day"". We put them together in Nile: quota('download', '5', 'gb/day'). '6am' is a ""time"", so we standardize the time and write it in Nile: time('06:00'). ","4. Each Nile entity corresponds to a Nile operation. A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". Since we want to reset the quota at 6am, it corresponds to the Nile operation ""reset"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('students') set quota('download', '5', 'gb/day') reset time('06:00')",[''],False,False
36,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('hosts') set bandwidth('max', '3', 'mbps')","define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",1. Identify the network configuration action implied by the statement: to set a bandwidth rate limit of 3 Mbps per host. ,2. Determine the important Nile entities: a bandwidth rate limit of 3 Mbps (a bandwidth) and the 'host' (a group). ,"3. A bandwidth is defined by either zero or three parameters, in which case they are a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""max"" because we want to cap the bandwidth, the ""qos_value"" here is ""3"", and the ""qos_unit"" is ""mbps"". We put them together in Nile: bandwidth('max', '3', 'mbps'). The 'host' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'hosts'. We pair them together in Nile: group('hosts'). ","4. Each Nile entity corresponds to a Nile operation. A bandwidth is either ""set"" or ""unset"". Since we want to set the bandwidth rate limit, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('hosts') set bandwidth('max', '3', 'mbps')",False,False
37,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('campus') for service('P2P applications') set bandwidth('max', '30', 'mbps')","define intent uniIntent: for traffic('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",1. Identify the network configuration action implied by the statement: to set a separate bandwidth rate limit of 30 Mbps for the entire campus for P2P applications. ,"2. Determine the important Nile entities: a bandwidth rate limit of 30 Mbps (a bandwidth), the 'entire campus' (an endpoint), and P2P applications (a service). ","3. A bandwidth is defined by either zero or three parameters, in which case they are a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""max"" because we want to cap the bandwidth, the ""qos_value"" here is ""30"", and the ""qos_unit"" is ""mbps"". We put them together in Nile: bandwidth('max', '30', 'mbps'). The 'entire campus' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'campus'. We pair them together in Nile: endpoint('campus'). P2P applications are a ""service"", so we pair them together in Nile: service('P2P applications'). ","4. Each Nile entity corresponds to a Nile operation. A bandwidth is either ""set"" or ""unset"". Since we want to set the bandwidth, it corresponds to the Nile operation ""set"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". A service always corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('campus') for service('P2P applications') set bandwidth('max', '30', 'mbps')",False,False
38,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('guests') set bandwidth('max', '5', 'mbps')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",1. Identify the network configuration action implied by the statement: to set a rate limit of 5 Mb/s per user for the guests' network. ,2. Determine the important Nile entities: the guests' network (an endpoint) and a rate limit of 5 Mb/s per user (a bandwidth). ,"3. The guests' network is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'guests'. We pair them together in Nile: endpoint('guests'). A bandwidth is defined by three parameters, a ""qos_constraint"" ('max' or 'min'), a ""qos_value"" (a number), and a ""qos_unit"". The ""qos_constraint"" here is ""max"" because we want to cap the bandwidth, the ""qos_value"" here is ""5"", and the ""qos_unit"" is ""mbps"". We put them together in Nile: bandwidth('max', '5', 'mbps'). ","4. Each Nile entity corresponds to a Nile operation. Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". A bandwidth is either ""set"" or ""unset"". Since we want to set the bandwidth, it corresponds to the Nile operation ""set"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('guests') set bandwidth('max', '5', 'mbps')",False,False
39,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for network('ResNet') set quota('combined', '200', 'gb')","define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk')",1. Identify the network configuration action implied by the statement: to set a data cap of 200 gigabytes per each 7-day period for combined incoming and outgoing traffic for ResNet. ,2. Determine the important Nile entities: a data cap of 200 gigabytes per each 7-day period (a quota) and 'ResNet' (a network). ,"3. A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is not specified, so we imply that it has the value 'combined'. The ""qos_value"" here is '200', and the ""qos_unit"" is 'gb'. We put them together in Nile: quota('combined', '200', 'gb'). 'ResNet' is a value of the entity ""network"", so we pair them together in Nile: network('ResNet'). ","4. Each Nile entity corresponds to a Nile operation. Since the network is not an origin or a destination, it corresponds to the Nile operation ""for"". A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for network('ResNet') set quota('combined', '200', 'gb')",False,False
40,These network security changes include blocking traffic from the Internet into the UW network over FTP,define intent uniIntent: from endpoint('internet') to endpoint('uw network') block protocol('FTP'),define intent uniIntent: from endpoint('internet') to endpoint('network') block protocol('ftp'),1. Identify the network configuration action implied by the statement: to block traffic from the Internet into the UW network over FTP. ,"2. Determine the important Nile entities: 'Internet' (an endpoint), 'UW network' (an endpoint), and 'FTP' (a protocol). 3. 'Internet' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'internet'. We pair them together in Nile: endpoint('internet'). 'UW network' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'uw network'. We pair them together in Nile: endpoint('uw network'). 'FTP' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('FTP'). ","4. Each Nile entity corresponds to a Nile operation. Since the endpoint 'internet' is an origin, it corresponds to the Nile operation ""from"". Since the endpoint 'uw network' is a destination, it corresponds to the Nile operation ""to"". Since we want to block the traffic, it corresponds to the Nile operation ""block"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: from endpoint('internet') to endpoint('uw network') block protocol('FTP'),[''],False,True
41,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls and Custom Unit Firewalls","define intent uniIntent: add security_solution('Network Border Infrastructure System'), security_solution('Intrusion Prevention System'), security_solution('Firewalls'), security_solution('Custom Unit Firewalls')","define intent uniIntent: for endpoint('network') add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall')","1. Identify the network configuration actions implied by the statement: to add four network security solutions - Network Border Infrastructure System, Intrusion Prevention System, Firewalls, and Custom Unit Firewalls. ","2. Determine the important Nile entities: 'Network Border Infrastructure System' (a security solution), 'Intrusion Prevention System' (a security solution), 'Firewalls' (a security solution), and 'Custom Unit Firewalls' (a security solution). ","3. Each security solution is a value of the entity ""security solution"". We pair them together in Nile: security_solution('Network Border Infrastructure System'), security_solution('Intrusion Prevention System'), security_solution('Firewalls'), security_solution('Custom Unit Firewalls'). ","4. Each Nile entity corresponds to a Nile operation. Since we want to add the security solutions, they all correspond to the Nile operation ""add"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: add security_solution('Network Border Infrastructure System'), security_solution('Intrusion Prevention System'), security_solution('Firewalls'), security_solution('Custom Unit Firewalls')",False,False
42,ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,define intent uniIntent: for group('ACT/IT') monitor traffic('any'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),1. Identify the network configuration action implied by the statement: to monitor network traffic for the purpose of maintaining proper network function. ,"2. Determine the important Nile entities: 'ACT/IT Infrastructure' (a group) and 'network traffic' (a traffic). 3. 'ACT/IT Infrastructure' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'ACT/IT'. We pair them together in Nile: group('ACT/IT'). 'network traffic' is a ""traffic"". Since the statement does not specify any specific type of traffic, we use the value 'any'. We pair them together in Nile: traffic('any'). ","4. Each Nile entity corresponds to a Nile operation. Since we want to monitor the traffic, it corresponds to the Nile operation ""monitor"". A group always corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('ACT/IT') monitor traffic('any'),[''],False,False
43,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS",define intent uniIntent: for group('cis') restrict traffic('any'),define intent uniIntent: for endpoint('network') block service('NETBIOS'),"1. Identify the network configuration action implied by the statement: to restrict traffic that is known to cause damage to the network or hosts, such as NETBIOS, by the CIS. ","2. Determine the important Nile entities: 'CIS' (a group), traffic that causes damage to the network or hosts (a traffic), and 'NETBIOS' (a protocol). 3. 'CIS' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'cis'. We pair them together in Nile: group('cis'). The value of the ""traffic"" entity is not explicitly stated in the statement, so it is assumed to be all traffic that causes damage to the network or hosts, and we use the value 'any'. We pair them together in Nile: traffic('any'). 'NETBIOS' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('NETBIOS'). ","4. Each Nile entity corresponds to a Nile operation. Since we want to restrict the traffic, it corresponds to the Nile operation ""restrict"". A group always corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('cis') restrict traffic('any'),[''],False,False
44,All network traffic passing in or out of Brown's network is monitored by intrusion detection system for signs of compromises,define intent uniIntent: for endpoint('network') add middlebox('intrusion detection system'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),1. Identify the network configuration action implied by the statement: to monitor all network traffic passing in or out of Brown's network for signs of compromises using an intrusion detection system. ,"2. Determine the important Nile entities: 'Brown's network' (an endpoint) and 'intrusion detection system' (a middlebox). 3. 'Brown's network' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'network'. We pair them together in Nile: endpoint('network'). 'intrusion detection system' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""intrusion detection system""). ","4. Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('network') add middlebox('intrusion detection system'),[''],False,True
45,"You may not run any services (e.g., FTP services,listservers,P2P file sharing servers, publishing files via generic file services, etc.) via ResNet or NYURoam wireless networks","define intent uniIntent: block action('block') for group('services') from endpoint('resnet'), endpoint('nyuroam')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), service('listserver'), traffic('peer2peer')","1. Identify the network configuration action implied by the statement: to block the running of any services (e.g., FTP services, listservers, P2P file sharing servers, publishing files via generic file services, etc.) via the ResNet or NYURoam wireless networks. ","2. Determine the important Nile entities: 'services' (a group), 'ResNet' (an endpoint), 'NYURoam wireless networks' (an endpoint), and 'block' (an action). 3. 'services' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'services'. We pair them together in Nile: group('services'). 'ResNet' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'resnet'. We pair them together in Nile: endpoint('resnet'). 'NYURoam wireless networks' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'nyuroam'. We pair them together in Nile: endpoint('nyuroam'). 'block' is an ""action"", so we pair them together in Nile: action('block'). ","4. Each Nile entity corresponds to a Nile operation. Since we want to block the running of services, it corresponds to the Nile operation ""block"". A group always corresponds to the Nile operation ""for"". An endpoint is either an origin or a destination, so it corresponds to the Nile operation ""from"" or ""to"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: block action('block') for group('services') from endpoint('resnet'), endpoint('nyuroam')",[''],False,False
46,Housing does not normally limit the amount of bandwidth,define intent uniIntent: for group('housing') unset bandwidth(),define intent uniIntent: for endpoint('dorms') unset bandwidth(),1. Identify the network configuration action implied by the statement: to not set any bandwidth limits for Housing. ,"2. Determine the important Nile entities: 'Housing' (a group) and 'bandwidth' (a bandwidth). 3. 'Housing' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'housing'. We pair them together in Nile: group('housing'). 'bandwidth' is a ""bandwidth"". A ""bandwidth"" can have either zero parameters or three parameters, in which case they must consist of a ""qos_constraint"" ('max' or 'min'), a ""qos_value"" (a number), and a ""qos_unit"". Since there is no ""qos_constraint"", ""qos_value"", and ""qos_unit"" specified, we give our ""bandwidth"" zero parameters. In Nile, we have: bandwidth(). ","4. Each Nile entity corresponds to a Nile operation. Since the group is not an origin or a destination, it corresponds to the Nile operation ""for"". Since we do not want to set any bandwidth limits, the bandwidth corresponds to the Nile operation ""unset"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('housing') unset bandwidth(),[''],False,False
