,Intents,LLM Output,Correct Output,Step 1,Step 2,Step 3,Step 4,Step 5,Exact Match,Relaxed Match
23,"There is a 6 GB per 24-hour period upload or download data transfer limit starting at midnight of each day, on all of your combined traffic on ResNet and UIC wireless","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb') start time('00:00')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/d') start hour('00:00') end hour('23:59')","Identify the network configuration action implied by the statement: to set a data transfer limit of 6 GB per 24-hour period for combined upload or download traffic on ResNet and UIC wireless, starting at midnight of each day. ","Determine the important Nile entities: a data transfer limit of 6 GB per 24-hour period (a quota), 'midnight' (a time), 'ResNet' (an endpoint), and 'UIC wireless' (an endpoint). ","A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is not specified as either 'download' or 'upload', so we imply that it has the value 'any'. The ""qos_value"" here is '6', and the ""qos_unit"" is 'gb'. We put them together in Nile: quota('any', '6', 'gb'). 'midnight' is a time, so we standardize the time and write it in Nile: time('00:00'). 'ResNet' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'dorms'. We pair them together in Nile: endpoint('dorms'). 'UIC wireless' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'wireless'. We pair them together in Nile: endpoint('wireless'). ","Each Nile entity corresponds to a Nile operation. A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". A time corresponds to the Nile operation ""start"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb') start time('00:00')",False,True
24,Guests cannot run any file sharing/downloading program,define intent uniIntent: for group('guests') block service('file sharing'),define intent uniIntent: for endpoint('guests') block service('file transfer'),Identify the network configuration action implied by the statement: to block all file sharing and downloading programs for guests. ,"Determine the important Nile entities: 'guests' (a group), and the 'file sharing/downloading program' (a service). ","'guests' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'guests'. We pair them together in Nile: group('guests'). The 'file sharing/downloading program' is a ""service"", but it is not one of the possible values for the ""service"" entity, so we choose the one that closest matches in meaning: 'file sharing'. We pair them together in Nile: service('file sharing'). ","Each Nile entity corresponds to a Nile operation. Since we want to block the service, it corresponds to the Nile operation ""block"". A group always corresponds to the Nile operation ""for"". ",We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('guests') block service('file sharing'),False,False
25,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of per day, regardless of whether it is inbound or outbound over the commodity network link","define intent uniIntent: for endpoint('host') set quota('data usage', '10', 'gb/day')","define intent uniIntent: for endpoint('network') set quota('any', '10', 'gb/d')","Identify the network configuration action implied by the statement: to set a daily data usage limit of 10 gigabytes for any individual service or system on the wired/wireless network, regardless of whether it is inbound or outbound over the commodity network link. ","Determine the important Nile entities: a daily data usage limit of 10 gigabytes (a quota), the 'individual service or system' (an endpoint), and the 'wired/wireless network' (an endpoint). ","A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""data usage"", the ""qos_value"" here is ""10"", and the ""qos_unit"" is ""gb/day"". We put them together in Nile: quota('data usage', '10', 'gb/day'). The 'individual service or system' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'host'. We pair them together in Nile: endpoint('host'). The 'wired/wireless network' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'network'. We pair them together in Nile: endpoint('network'). ","Each Nile entity corresponds to a Nile operation. Since we want to set the quota, it corresponds to the Nile operation ""set"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('host') set quota('data usage', '10', 'gb/day')",False,True
26,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"define intent uniIntent: set action('overuse notification'), traffic('any'), quota('average', '10', 'gb/week')","define intent uniIntent: for endpoint('network') add middlebox('overuse notification') set quota('any', '10', 'gb/wk')",Identify the network configuration action implied by the statement: to set up a system that triggers an overuse notification if the average inbound or outbound usage exceeds 10 GB per week. ,"Determine the important Nile entities: an overuse notification (an action), the average inbound or outbound usage (a traffic), and 10 GB per week (a quota). ","An overuse notification is an ""action"", but it is not one of the possible values for the ""action"" entity, so we choose the one that closest matches in meaning: 'overuse notification'. We pair them together in Nile: action('overuse notification'). The average inbound or outbound usage is a ""traffic"", but it is not one of the possible values for the ""traffic"" entity, so we choose the one that closest matches in meaning: 'any'. We pair them together in Nile: traffic('any'). The quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""average"", the ""qos_value"" here is ""10"", and the ""qos_unit"" is ""gb/week"". We put them together in Nile: quota('average', '10', 'gb/week'). ","Each Nile entity corresponds to a Nile operation. An action is either ""set"" or ""unset"". Since we want to set the action, it corresponds to the Nile operation ""set"". A traffic is either ""set"" or ""unset"". Since we want to set the traffic, it corresponds to the Nile operation ""set"". A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: set action('overuse notification'), traffic('any'), quota('average', '10', 'gb/week')",False,False
27,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hr upload,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/hr'), quota('upload', '2000', 'mb/hr')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')","Identify the network configuration action implied by the statement: to set download and upload quotas for students, with a download quota of 5000 Megabytes per hour and an upload quota of 2000 Megabytes per hour. ","Determine the important Nile entities: 'students' (a group), a download quota of 5000 Megabytes per hour (a quota), and an upload quota of 2000 Megabytes per hour (a quota). ","'students' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'students'. We pair them together in Nile: group('students'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"", the ""qos_value"" here is ""5000"", and the ""qos_unit"" is ""mb/hr"". We put them together in Nile: quota('download', '5000', 'mb/hr'). The ""qos_constraint"" here is ""upload"", the ""qos_value"" here is ""2000"", and the ""qos_unit"" is ""mb/hr"". We put them together in Nile: quota('upload', '2000', 'mb/hr'). ","Each Nile entity corresponds to a Nile operation. A quota is either ""set"" or ""unset"". Since we want to set the quotas, they correspond to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('students') set quota('download', '5000', 'mb/hr'), quota('upload', '2000', 'mb/hr')",False,True
28,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,"define intent uniIntent: for endpoint('network') block middlebox('routers'), middlebox('routing'), middlebox('NAT')",define intent uniIntent: for endpoint('dorms') block protocol('nat'),Identify the network configuration action implied by the statement: to prohibit routers or any other devices that perform routing or NAT from being connected to MITNet. ,"Determine the important Nile entities: 'routers' (a middlebox), 'routing' (a middlebox), 'NAT' (a middlebox), and 'MITNet' (an endpoint). ","'routers' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox('routers'). 'routing' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox('routing'). 'NAT' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox('NAT'). 'MITNet' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'network'. We pair them together in Nile: endpoint('network'). ","Each Nile entity corresponds to a Nile operation. Since we want to block the middleboxes, they correspond to the Nile operation ""block"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('network') block middlebox('routers'), middlebox('routing'), middlebox('NAT')",False,False
29,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('rate_limit', '2', 'mbps')","define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",Identify the network configuration action implied by the statement: to set a bandwidth rate limit of 2 Mbps for the individual when a data quota of 18 gigabytes is reached. ,"Determine the important Nile entities: a bandwidth rate limit of 2 Mbps (a bandwidth), the 'individual' (an endpoint), and a quota of 18 gigabytes of data (a quota). ","A bandwidth is defined by either zero or three parameters, in which case they are a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""rate_limit"" because we want to limit the bandwidth, the ""qos_value"" here is ""2"", and the ""qos_unit"" is ""mbps"". We put them together in Nile: bandwidth('rate_limit', '2', 'mbps'). The 'individual' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'host'. We pair them together in Nile: endpoint('host'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" is not specified as either 'download' or 'upload', so we imply that it has the value 'download'. The ""qos_value"" here is '18', and the ""qos_unit"" is 'gb'. We put them together in Nile: quota('download', '18', 'gb'). ","Each Nile entity corresponds to a Nile operation. A bandwidth is either ""set"" or ""unset"". Since we want to set the bandwidth, it corresponds to the Nile operation ""set"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('rate_limit', '2', 'mbps')",False,True
30,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",Identify the network configuration action implied by the statement: to set a bandwidth rate limit of 4 Mbps for the individual. ,Determine the important Nile entities: a bandwidth rate limit of 4 Mbps (a bandwidth) and the 'individual' (an endpoint). ,"A bandwidth is defined by either zero or three parameters, in which case they are a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""max"" because we want to cap the bandwidth, the ""qos_value"" here is ""4"", and the ""qos_unit"" is ""mbps"". We put them together in Nile: bandwidth('max', '4', 'mbps'). The 'individual' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'host'. We pair them together in Nile: endpoint('host'). ","Each Nile entity corresponds to a Nile operation. A bandwidth is either ""set"" or ""unset"". Since we want to set the bandwidth, it corresponds to the Nile operation ""set"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",True,True
31,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('labs'), group('classrooms'), group('residence halls') block traffic('any')",define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"Identify the network configuration action implied by the statement: to allow RHIT-OPEN in labs, classrooms, and residence halls, but block access to the internal Rose-Hulman network. ","Determine the important Nile entities: 'RHIT-OPEN' (an endpoint), labs (a group), classrooms (a group), residence halls (a group), and the internal Rose-Hulman network (an endpoint). ","'RHIT-OPEN' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning. Since 'RHIT-OPEN' refers to a guest network, the one closest in meaning is 'guests'. We pair them together in Nile: endpoint('guests'). Labs, classrooms, and residence halls are all ""groups"". We pair them together in Nile: group('labs'), group('classrooms'), group('residence halls'). The internal Rose-Hulman network is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning. Since the internal Rose-Hulman network refers to the internal servers, the one closest in meaning is 'servers'. We pair them together in Nile: endpoint('servers'). ","Each Nile entity corresponds to a Nile operation. Since the endpoint 'guests' is an origin, it corresponds to the Nile operation ""from"". Since the endpoint 'servers' is a destination, it corresponds to the Nile operation ""to"". The groups 'labs', 'classrooms', and 'residence halls' correspond to the Nile operation ""for"". Since we want to block access to the internal Rose-Hulman network, it corresponds to the Nile operation ""block"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('labs'), group('classrooms'), group('residence halls') block traffic('any')",False,True
32,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail servers on ResNet or UIC wireless-connected devices","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('FTP'), protocol('telnet'), traffic('peer-to-peer'), protocol('HTTP'), protocol('IRC'), protocol('DNS'), service('mail servers')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')","Identify the network configuration action implied by the statement: to block the running of FTP, telnet, peer-to-peer, HTTP, IRC, DNS, and mail servers on ResNet or UIC wireless-connected devices. ","Determine the important Nile entities: FTP (a protocol), telnet (a protocol), peer-to-peer (a traffic), HTTP (a protocol), IRC (a protocol), DNS (a protocol), mail servers (a service), ResNet (an endpoint), and UIC wireless-connected devices (an endpoint). ","FTP, telnet, peer-to-peer, HTTP, IRC, DNS, and mail servers are values of the entity ""protocol"" or ""traffic"" or ""service"", so we pair them together in Nile: protocol('FTP'), protocol('telnet'), traffic('peer-to-peer'), protocol('HTTP'), protocol('IRC'), protocol('DNS'), service('mail servers'). ResNet is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'dorms'. We pair them together in Nile: endpoint('dorms'). UIC wireless-connected devices is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'wireless'. We pair them together in Nile: endpoint('wireless'). ","Each Nile entity corresponds to a Nile operation. Since we want to block the protocols and traffic, they correspond to the Nile operation ""block"". Since the endpoints are neither origins nor destinations, they correspond to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('FTP'), protocol('telnet'), traffic('peer-to-peer'), protocol('HTTP'), protocol('IRC'), protocol('DNS'), service('mail servers')",False,True
33,Students have 200 GB of Free monthly usage,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/month')","define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",Identify the network configuration action implied by the statement: to set a monthly usage quota of 200 GB for students. ,Determine the important Nile entities: 'Students' (a group) and a monthly usage quota of 200 GB (a quota). ,"'Students' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'students'. We pair them together in Nile: group('students'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"", the ""qos_value"" here is ""200"", and the ""qos_unit"" is ""gb/month"". We put them together in Nile: quota('download', '200', 'gb/month'). ","Each Nile entity corresponds to a Nile operation. A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('students') set quota('download', '200', 'gb/month')",False,True
34,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('professors') set quota('download', '500', 'gb/week')","define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')",Identify the network configuration action implied by the statement: to set a network use quota of 500 GB per week for faculty members. ,Determine the important Nile entities: 'faculty members' (a group) and a quota of 500 GB per week (a quota). ,"'faculty members' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'professors'. We pair them together in Nile: group('professors'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"", the ""qos_value"" here is ""500"", and the ""qos_unit"" is ""gb/week"". We put them together in Nile: quota('download', '500', 'gb/week'). ","Each Nile entity corresponds to a Nile operation. A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('professors') set quota('download', '500', 'gb/week')",False,True
35,Students have a quota of 5 GB per day The quota is reset at  6am,"define intent uniIntent: for group('students') set quota('download', '5', 'gb/day') reset hour('06:00')","define intent uniIntent: for group('students') set quota('download', '5','gb/d') start hour('06:00') end('05:59')",Identify the network configuration action implied by the statement: to set a quota of 5 GB per day for students and reset the quota at 6am. ,"Determine the important Nile entities: 'Students' (a group), a quota of 5 GB per day (a quota), and 6am (an hour). ","'Students' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'students'. We pair them together in Nile: group('students'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"", the ""qos_value"" here is ""5"", and the ""qos_unit"" is ""gb/day"". We put them together in Nile: quota('download', '5', 'gb/day'). '6am' is an ""hour"", so we standardize the time and write it in Nile: hour('06:00'). ","Each Nile entity corresponds to a Nile operation. A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". Since '06:00' is a reset time, it corresponds to the Nile operation ""reset"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('students') set quota('download', '5', 'gb/day') reset hour('06:00')",False,False
36,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('host') set bandwidth('max', '3', 'mbps')","define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",Identify the network configuration action implied by the statement: to set a bandwidth rate limit of 3 Mbps for each host. ,"Determine the important Nile entities: a bandwidth rate limit of 3 Mbps (a bandwidth), and 'each host' (a group). ","A bandwidth is defined by either zero or three parameters, in which case they are a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""max"" because we want to cap the bandwidth, the ""qos_value"" here is ""3"", and the ""qos_unit"" is ""mbps"". We put them together in Nile: bandwidth('max', '3', 'mbps'). 'each host' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'host'. We pair them together in Nile: group('host'). ","Each Nile entity corresponds to a Nile operation. A bandwidth is either ""set"" or ""unset"". Since we want to set the bandwidth, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('host') set bandwidth('max', '3', 'mbps')",False,False
37,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('campus') set bandwidth('max', '30', 'mbps') for service('P2P application')","define intent uniIntent: for traffic('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",Identify the network configuration action implied by the statement: to set a separate bandwidth rate limit of 30 Mbps for the P2P application for the entire campus. ,"Determine the important Nile entities: a bandwidth rate limit of 30 Mbps (a bandwidth), the 'P2P application' (a service), and the 'entire campus' (an endpoint). ","A bandwidth is defined by either zero or three parameters, in which case they are a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""max"" because we want to cap the bandwidth, the ""qos_value"" here is ""30"", and the ""qos_unit"" is ""mbps"". We put them together in Nile: bandwidth('max', '30', 'mbps'). The 'P2P application' is a ""service"", so we pair them together in Nile: service('P2P application'). The 'entire campus' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'campus'. We pair them together in Nile: endpoint('campus'). ","Each Nile entity corresponds to a Nile operation. A bandwidth is either ""set"" or ""unset"". Since we want to set the bandwidth, it corresponds to the Nile operation ""set"". Since the 'P2P application' is not an origin or a destination, it corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('campus') set bandwidth('max', '30', 'mbps') for service('P2P application')",False,False
38,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('guests') set bandwidth('max', '5', 'mbps') for group('host')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",Identify the network configuration action implied by the statement: to set a rate limit of 5 Mb/s per user for the guests' network. ,"Determine the important Nile entities: a rate limit of 5 Mb/s (a bandwidth), the 'guests' network (an endpoint), and 'user' (a group). ","A bandwidth is defined by either zero or three parameters, in which case they are a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""max"" because we want to cap the bandwidth, the ""qos_value"" here is ""5"", and the ""qos_unit"" is ""mbps"". We put them together in Nile: bandwidth('max', '5', 'mbps'). The 'guests' network is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'guests'. We pair them together in Nile: endpoint('guests'). 'user' is a ""group"", but it is not one of the possible values for the ""group"" entity, so we choose the one that closest matches in meaning: 'host'. We pair them together in Nile: group('host'). ","Each Nile entity corresponds to a Nile operation. A bandwidth is either ""set"" or ""unset"". Since we want to set the bandwidth, it corresponds to the Nile operation ""set"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('guests') set bandwidth('max', '5', 'mbps') for group('host')",False,True
39,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('dorms') set quota('combined', '200', 'gb/7days')","define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk')",Identify the network configuration action implied by the statement: to set a combined incoming and outgoing traffic cap of 200 gigabytes per each 7-day period for ResNet. ,"Determine the important Nile entities: a traffic cap of 200 gigabytes per each 7-day period (a quota), and 'ResNet' (an endpoint). ","A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""combined"", the ""qos_value"" here is ""200"", and the ""qos_unit"" is ""gb/7days"". We put them together in Nile: quota('combined', '200', 'gb/7days'). 'ResNet' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'dorms'. We pair them together in Nile: endpoint('dorms'). ","Each Nile entity corresponds to a Nile operation. A quota is either ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('dorms') set quota('combined', '200', 'gb/7days')",False,False
40,These network security changes include blocking traffic from the Internet into the UW network over FTP,define intent uniIntent: from endpoint('internet') to endpoint('university') block protocol('FTP'),define intent uniIntent: from endpoint('internet') to endpoint('network') block protocol('ftp'),Identify the network configuration action implied by the statement: to add a network security rule that blocks traffic from the Internet into the UW network over FTP. ,"Determine the important Nile entities: 'Internet' (an endpoint), 'UW network' (an endpoint), and 'FTP' (a protocol). ","'Internet' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'internet'. We pair them together in Nile: endpoint('internet'). 'UW network' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'university'. We pair them together in Nile: endpoint('university'). 'FTP' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('FTP'). ","Each Nile entity corresponds to a Nile operation. Since the endpoint 'internet' is an origin, it corresponds to the Nile operation ""from"". Since the endpoint 'university' is a destination, it corresponds to the Nile operation ""to"". Since we want to block the traffic, it corresponds to the Nile operation ""block"". ",We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: from endpoint('internet') to endpoint('university') block protocol('FTP'),False,True
41,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls and Custom Unit Firewalls","define intent uniIntent: define middlebox('Network Border Infrastructure System'), middlebox('Intrusion Prevention System'), middlebox('Firewalls'), middlebox('Custom Unit Firewalls')","define intent uniIntent: for endpoint('network') add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall')","Identify the network configuration action implied by the statement: to define the elements of network security, which include the Network Border Infrastructure System, Intrusion Prevention System, Firewalls, and Custom Unit Firewalls. ","Determine the important Nile entities: 'Network Border Infrastructure System' (a middlebox), 'Intrusion Prevention System' (a middlebox), 'Firewalls' (a middlebox), and 'Custom Unit Firewalls' (a middlebox). ","'Network Border Infrastructure System' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox('Network Border Infrastructure System'). 'Intrusion Prevention System' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox('Intrusion Prevention System'). 'Firewalls' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox('Firewalls'). 'Custom Unit Firewalls' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox('Custom Unit Firewalls'). ","Each Nile entity corresponds to a Nile operation. Since we want to define the elements of network security, it corresponds to the Nile operation ""define"". ","We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: define middlebox('Network Border Infrastructure System'), middlebox('Intrusion Prevention System'), middlebox('Firewalls'), middlebox('Custom Unit Firewalls')",False,False
42,ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,define intent uniIntent: for traffic('traffic') add middlebox('ACT/IT Infrastructure'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),Identify the network configuration action implied by the statement: to add a traffic monitor for the purpose of maintaining proper network function. ,"Determine the important Nile entities: 'ACT/IT Infrastructure' (a middlebox), and 'traffic' (a traffic). ","'ACT/IT Infrastructure' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox('ACT/IT Infrastructure'). 'traffic' is a value of the entity ""traffic"", so we pair them together in Nile: traffic('traffic'). ","Each Nile entity corresponds to a Nile operation. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since the traffic is not specified as either an origin or a destination, it corresponds to the Nile operation ""for"". ",We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for traffic('traffic') add middlebox('ACT/IT Infrastructure'),False,False
43,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS",define intent uniIntent: from endpoint('network') to traffic('any') block protocol('NETBIOS'),define intent uniIntent: for endpoint('network') block service('NETBIOS'),"Identify the network configuration action implied by the statement: to restrict traffic that is known to cause damage to the network or hosts, such as NETBIOS. ","Determine the important Nile entities: 'CIS' (an endpoint), the traffic that causes damage (a traffic), and 'NETBIOS' (a protocol). ","'CIS' is an ""endpoint"", but it is not one of the possible values for the ""endpoint"" entity, so we choose the one that closest matches in meaning: 'network'. We pair them together in Nile: endpoint('network'). The traffic that causes damage is not explicitly stated in the statement, so we use the value 'any'. We pair them together in Nile: traffic('any'). 'NETBIOS' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('NETBIOS'). ","Each Nile entity corresponds to a Nile operation. Since the endpoint 'network' is an origin, it corresponds to the Nile operation ""from"". Since the traffic 'any' is a destination, it corresponds to the Nile operation ""to"". Since we want to restrict the traffic, it corresponds to the Nile operation ""block"". ",We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: from endpoint('network') to traffic('any') block protocol('NETBIOS'),False,False
